altman_score,piotroski_score,involvement_msci.Controversial Weapons,involvement_msci.Gambling,involvement_msci.Tobacco Products,involvement_msci.Alcoholic Beverages,Controversies_score_ESG,global_target_aligned,SBTI_reduction_aligned,Tempurature_aligned
3.05,8.0,0.0,0.0,0.0,0.0,0.0,0,0,0
2.51,4.0,0.0,0.0,0.0,0.0,0.0,0,0,0
2.03,5.0,0.0,0.0,0.0,0.0,0.0,1,0,0
3.3,6.0,0.0,0.0,0.0,0.0,0.0,0,0,0
1.79,6.0,0.0,0.0,0.0,0.0,0.0,1,0,0
2.89,6.0,0.0,0.0,0.0,0.0,0.0,1,0,0
1.54,7.0,0.0,0.0,0.0,1.0,0.0,1,0,0
5.78,6.0,0.0,0.0,0.0,0.0,0.0,0,0,0
0.24,5.0,0.0,0.0,0.0,0.0,5.0,1,0,1
4.59,6.0,0.0,0.0,0.0,0.0,0.0,1,0,0
3.93,8.0,0.0,0.0,0.0,0.0,3.0,1,0,0
2.68,5.0,0.0,0.0,0.0,0.0,0.0,1,0,0
3.57,5.0,0.0,0.0,0.0,0.0,0.0,0,0,0
2.28,7.0,0.0,0.0,0.0,0.0,5.0,1,1,0
3.43,7.0,0.0,0.0,0.0,0.0,1.0,1,1,1
4.05,6.0,0.0,0.0,0.0,1.0,4.0,1,0,0
32.42,5.0,0.0,0.0,0.0,0.0,0.0,0,0,0
2.41,7.0,0.0,0.0,0.0,0.0,0.0,0,0,0
-78.67,2.0,0.0,0.0,0.0,0.0,0.0,0,0,0
3.78,4.0,0.0,0.0,0.0,0.0,0.0,0,0,0
4.15,6.0,0.0,0.0,0.0,0.0,0.0,0,0,0
1.32,5.0,0.0,0.0,0.0,0.0,0.0,0,0,0
-0.12,5.0,0.0,0.0,0.0,0.0,0.0,0,0,0
2.82,6.0,0.0,0.0,0.0,0.0,0.0,0,0,0
-0.48,6.0,0.0,0.0,0.0,0.0,0.0,1,0,0
2.48,3.0,0.0,0.0,0.0,0.0,0.0,0,0,0
-9.66,4.0,0.0,0.0,0.0,0.0,0.0,0,0,0
-15.76,2.0,0.0,0.0,0.0,0.0,0.0,0,0,0
2.45,6.0,0.0,0.0,1.0,1.0,2.0,0,0,0
57.39,7.0,0.0,0.0,0.0,0.0,0.0,0,0,0
1.58,4.0,0.0,0.0,0.0,0.0,0.0,0,0,0
-0.31,6.0,0.0,0.0,0.0,1.0,0.0,0,0,0
3.94,8.0,0.0,0.0,0.0,0.0,0.0,0,0,0
5.09,8.0,0.0,0.0,1.0,1.0,8.0,1,1,0
2.8,8.0,0.0,0.0,0.0,0.0,0.0,0,0,0
0.02,7.0,0.0,0.0,0.0,0.0,0.0,0,0,0
3.67,8.0,0.0,0.0,0.0,0.0,0.0,0,0,0
1.94,7.0,0.0,1.0,0.0,0.0,6.0,0,0,0
2.54,7.0,0.0,0.0,0.0,0.0,0.0,1,1,0
2.2,6.0,0.0,0.0,0.0,0.0,0.0,0,0,0
2.0,7.0,0.0,0.0,0.0,0.0,0.0,0,0,0
2.37,9.0,0.0,0.0,0.0,0.0,0.0,0,0,0
2.32,8.0,0.0,1.0,1.0,1.0,2.0,1,1,0
3.49,7.0,0.0,0.0,0.0,0.0,0.0,0,0,0
12.55,7.0,0.0,0.0,0.0,0.0,4.0,1,0,0
2.28,7.0,0.0,0.0,0.0,0.0,0.0,0,0,0
1.1,6.0,0.0,0.0,0.0,0.0,0.0,0,0,0
-6.89,4.0,0.0,0.0,0.0,0.0,4.0,0,0,0
-8.28,2.0,0.0,0.0,0.0,0.0,0.0,0,0,0
-0.02,5.0,0.0,0.0,0.0,0.0,0.0,0,0,0
5.1,5.0,0.0,0.0,0.0,0.0,0.0,0,0,0
2.37,3.0,0.0,0.0,0.0,0.0,0.0,0,0,0
2.39,7.0,0.0,0.0,0.0,0.0,0.0,1,1,0
17.16,6.0,0.0,0.0,0.0,0.0,10.0,1,1,0
4.76,4.0,0.0,0.0,0.0,0.0,0.0,0,0,0
4.97,6.0,0.0,0.0,0.0,0.0,0.0,1,0,0
6.8,7.0,0.0,0.0,0.0,0.0,0.0,0,0,0
1.69,7.0,0.0,0.0,0.0,0.0,0.0,0,0,0
1.97,5.0,0.0,0.0,0.0,0.0,0.0,0,0,0
4.35,6.0,0.0,0.0,0.0,1.0,0.0,1,0,0
0.85,7.0,0.0,0.0,0.0,0.0,0.0,0,0,0
-0.89,7.0,0.0,0.0,0.0,0.0,0.0,0,0,0
1.64,4.0,0.0,0.0,0.0,0.0,0.0,0,0,0
4.77,6.0,0.0,0.0,0.0,0.0,0.0,0,0,0
-0.77,4.0,0.0,0.0,0.0,0.0,0.0,0,0,0
2.08,3.0,0.0,0.0,0.0,0.0,0.0,0,0,0
-3.7,4.0,0.0,0.0,0.0,0.0,0.0,0,0,0
-4.31,3.0,0.0,0.0,0.0,0.0,0.0,0,0,0
2.72,5.0,0.0,0.0,0.0,0.0,0.0,0,0,0
2.51,7.0,0.0,0.0,0.0,0.0,0.0,0,0,0
5.03,6.0,0.0,0.0,0.0,0.0,0.0,0,0,0
-3.84,3.0,0.0,0.0,0.0,0.0,0.0,0,0,0
0.58,5.0,0.0,0.0,0.0,0.0,0.0,0,0,0
7.52,5.0,0.0,0.0,0.0,0.0,0.0,1,1,0
14.33,4.0,0.0,0.0,0.0,0.0,2.0,1,1,1
5.81,3.0,0.0,0.0,0.0,0.0,0.0,0,0,0
2.99,8.0,0.0,0.0,0.0,0.0,2.0,1,0,0
0.94,5.0,0.0,0.0,0.0,0.0,0.0,0,0,0
0.91,3.0,0.0,1.0,0.0,1.0,1.0,0,0,0
2.84,8.0,0.0,0.0,0.0,0.0,2.0,1,0,0
1.98,5.0,0.0,0.0,0.0,0.0,2.0,1,1,0
2.82,7.0,0.0,0.0,0.0,0.0,0.0,1,0,1
3.32,9.0,0.0,0.0,0.0,0.0,0.0,0,0,0
3.86,2.0,0.0,0.0,0.0,0.0,0.0,0,0,0
1.57,8.0,0.0,0.0,0.0,0.0,0.0,0,0,0
1.14,7.0,0.0,0.0,0.0,0.0,0.0,0,0,0
-0.23,5.0,0.0,0.0,1.0,1.0,3.0,1,1,0
0.89,6.0,0.0,0.0,0.0,0.0,0.0,0,0,0
3.59,7.0,0.0,0.0,0.0,0.0,0.0,1,1,0
0.09,7.0,0.0,0.0,0.0,0.0,0.0,0,0,0
3.43,7.0,0.0,0.0,0.0,0.0,2.0,1,0,0
0.43,2.0,0.0,0.0,1.0,0.0,7.0,1,0,1
5.05,6.0,0.0,0.0,0.0,0.0,4.0,1,1,0
5.53,9.0,0.0,0.0,0.0,0.0,0.0,0,0,0
3.5,8.0,0.0,0.0,0.0,0.0,2.0,1,1,0
18.45,5.0,0.0,0.0,0.0,0.0,0.0,0,0,0
4.47,7.0,0.0,0.0,1.0,1.0,5.0,1,1,0
2.29,4.0,0.0,0.0,0.0,0.0,0.0,0,0,0
-4.41,2.0,0.0,0.0,0.0,0.0,0.0,0,0,0
11.58,5.0,0.0,0.0,0.0,0.0,0.0,0,0,0
-3.29,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0
5.21,3.0,0.0,0.0,0.0,0.0,0.0,0,0,0
-0.7,2.0,0.0,0.0,0.0,0.0,0.0,0,0,0
1.87,2.0,0.0,0.0,0.0,0.0,0.0,0,0,0
3.21,6.0,0.0,0.0,0.0,0.0,0.0,0,0,0
2.27,8.0,0.0,0.0,0.0,0.0,0.0,1,0,0
0.55,3.0,0.0,0.0,0.0,0.0,0.0,0,0,0
-6.59,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0
0.23,3.0,0.0,0.0,0.0,0.0,0.0,0,0,0
9.61,4.0,0.0,0.0,0.0,0.0,7.0,0,0,1
-10.98,3.0,0.0,0.0,0.0,0.0,0.0,0,0,0
5.46,6.0,0.0,0.0,0.0,0.0,0.0,1,1,0
1.58,6.0,0.0,0.0,0.0,0.0,0.0,0,0,0
1.26,3.0,0.0,0.0,0.0,0.0,0.0,0,0,0
-0.8,2.0,0.0,0.0,0.0,0.0,0.0,0,0,0
2.4,2.0,0.0,0.0,0.0,0.0,0.0,0,0,0
0.63,6.0,0.0,0.0,0.0,0.0,5.0,1,1,0
10.18,7.0,0.0,0.0,0.0,0.0,0.0,0,0,0
4.01,5.0,0.0,0.0,1.0,1.0,4.0,1,1,0
3.97,6.0,0.0,0.0,0.0,0.0,3.0,1,1,0
1.15,8.0,0.0,0.0,0.0,0.0,0.0,0,0,0
0.63,4.0,0.0,0.0,0.0,0.0,0.0,0,0,0
2.31,6.0,0.0,0.0,0.0,0.0,0.0,1,1,0
0.58,7.0,0.0,0.0,0.0,0.0,0.0,0,0,0
2.57,7.0,0.0,0.0,0.0,0.0,4.0,0,0,0
4.5,7.0,0.0,0.0,0.0,0.0,0.0,0,0,0
-2.71,3.0,0.0,0.0,0.0,0.0,0.0,0,0,0
3.88,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0
2.54,6.0,0.0,0.0,0.0,0.0,0.0,0,0,0
-36.45,2.0,0.0,0.0,0.0,0.0,0.0,0,0,0
1.24,7.0,0.0,0.0,0.0,1.0,3.0,1,0,0
3.56,3.0,0.0,0.0,0.0,0.0,0.0,0,0,0
14.1,8.0,0.0,0.0,0.0,0.0,0.0,0,0,0
1.49,2.0,0.0,0.0,0.0,0.0,0.0,0,0,0
-0.73,4.0,0.0,0.0,0.0,0.0,0.0,0,0,0
-7.78,2.0,0.0,0.0,0.0,0.0,0.0,0,0,0
3.45,7.0,0.0,0.0,0.0,0.0,0.0,1,1,0
0.95,6.0,0.0,0.0,0.0,1.0,0.0,0,0,0
3.19,4.0,0.0,0.0,0.0,0.0,0.0,0,0,0
3.56,6.0,0.0,0.0,0.0,0.0,0.0,0,0,0
1.81,6.0,0.0,0.0,0.0,0.0,0.0,0,0,0
1.83,7.0,0.0,0.0,0.0,0.0,0.0,0,0,0
3.13,6.0,0.0,0.0,0.0,0.0,0.0,0,0,0
4.03,8.0,0.0,0.0,0.0,0.0,0.0,0,0,0
3.02,8.0,0.0,1.0,1.0,1.0,3.0,1,1,0
-3.62,4.0,0.0,0.0,0.0,1.0,0.0,0,0,0
-3.95,6.0,0.0,0.0,0.0,0.0,0.0,0,0,0
3.24,7.0,0.0,0.0,0.0,0.0,0.0,0,0,0
1.64,8.0,0.0,0.0,0.0,0.0,0.0,0,0,0
1.51,5.0,0.0,0.0,0.0,0.0,0.0,1,1,0
-1.06,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0
4.97,5.0,0.0,0.0,0.0,0.0,0.0,1,1,0
7.06,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0
1.94,7.0,0.0,0.0,0.0,0.0,0.0,0,0,0
1.08,7.0,0.0,0.0,0.0,0.0,6.0,1,1,0
3.05,7.0,0.0,0.0,0.0,0.0,0.0,1,0,0
-0.84,3.0,0.0,0.0,0.0,0.0,0.0,0,0,0
42.01,3.0,0.0,0.0,0.0,0.0,0.0,0,0,0
-1.17,5.0,0.0,0.0,0.0,0.0,0.0,0,0,0
5.08,8.0,0.0,0.0,0.0,0.0,0.0,1,1,0
17.18,6.0,0.0,0.0,0.0,0.0,0.0,0,0,0
14.5,3.0,0.0,0.0,0.0,0.0,0.0,0,0,0
2.07,2.0,0.0,0.0,0.0,0.0,0.0,0,0,0
1.71,9.0,0.0,0.0,0.0,0.0,2.0,0,0,0
0.92,6.0,0.0,0.0,0.0,0.0,0.0,0,0,0
3.53,7.0,0.0,0.0,0.0,0.0,0.0,0,0,0
0.55,3.0,0.0,0.0,0.0,0.0,0.0,0,0,0
4.39,7.0,0.0,0.0,0.0,0.0,0.0,0,0,0
15.42,2.0,0.0,0.0,0.0,0.0,2.0,1,1,0
4.9,8.0,0.0,0.0,0.0,0.0,0.0,0,0,0
3.32,7.0,0.0,0.0,0.0,0.0,3.0,1,0,0
2.55,6.0,0.0,0.0,0.0,0.0,1.0,1,1,0
1.39,3.0,0.0,0.0,0.0,0.0,0.0,0,0,0
12.28,9.0,0.0,0.0,0.0,0.0,2.0,0,0,0
0.87,5.0,0.0,0.0,0.0,0.0,1.0,1,1,0
2.33,9.0,0.0,0.0,0.0,1.0,4.0,1,0,0
4.11,7.0,0.0,0.0,0.0,0.0,0.0,1,1,0
1.98,7.0,0.0,0.0,0.0,0.0,0.0,0,0,0
2.11,5.0,0.0,0.0,0.0,0.0,0.0,0,0,0
0.18,6.0,0.0,0.0,0.0,0.0,0.0,0,0,0
5.47,7.0,0.0,0.0,0.0,1.0,6.0,1,0,0
9.59,3.0,0.0,0.0,0.0,0.0,0.0,0,0,0
-26.37,3.0,0.0,0.0,0.0,0.0,0.0,0,0,0
15.18,4.0,0.0,0.0,0.0,0.0,0.0,1,0,0
-12.67,3.0,0.0,0.0,0.0,0.0,0.0,0,0,0
1.1,5.0,0.0,0.0,0.0,0.0,0.0,1,1,0
0.67,5.0,0.0,0.0,0.0,0.0,0.0,0,0,0
2.98,6.0,0.0,0.0,0.0,0.0,3.0,1,1,0
3.99,8.0,0.0,0.0,0.0,0.0,0.0,0,0,0
3.32,6.0,0.0,0.0,0.0,0.0,0.0,0,0,0
4.42,7.0,0.0,0.0,0.0,0.0,0.0,0,0,0
4.46,8.0,0.0,0.0,0.0,0.0,0.0,1,1,0
1.04,5.0,0.0,0.0,0.0,0.0,0.0,0,0,0
0.1,2.0,0.0,0.0,0.0,0.0,0.0,1,0,1
2.01,7.0,0.0,0.0,0.0,0.0,0.0,0,0,0
0.63,2.0,0.0,0.0,0.0,0.0,0.0,0,0,0
2.44,8.0,0.0,0.0,0.0,0.0,0.0,0,0,0
0.76,5.0,0.0,1.0,1.0,1.0,0.0,1,0,0
8.39,4.0,0.0,0.0,0.0,0.0,0.0,0,0,0
1.0,7.0,0.0,0.0,0.0,0.0,3.0,1,0,0
2.51,7.0,0.0,0.0,0.0,0.0,0.0,1,1,0
0.84,6.0,0.0,0.0,0.0,0.0,0.0,1,1,0
3.77,6.0,0.0,0.0,0.0,0.0,0.0,0,0,0
0.85,5.0,0.0,0.0,0.0,0.0,3.0,1,1,0
0.85,6.0,0.0,0.0,0.0,0.0,4.0,1,0,0
0.89,6.0,0.0,0.0,0.0,0.0,5.0,0,0,0
1.7,4.0,0.0,0.0,0.0,0.0,0.0,0,0,0
4.14,5.0,0.0,0.0,1.0,1.0,5.0,1,0,0
3.59,5.0,0.0,0.0,0.0,0.0,3.0,1,1,0
0.02,4.0,0.0,0.0,0.0,0.0,0.0,0,0,0
4.48,9.0,0.0,0.0,0.0,0.0,0.0,0,0,0
3.24,8.0,0.0,0.0,0.0,0.0,0.0,0,0,0
1.82,3.0,0.0,0.0,0.0,0.0,0.0,0,0,0
-0.96,2.0,0.0,0.0,0.0,0.0,0.0,0,0,0
1.19,7.0,0.0,0.0,0.0,0.0,0.0,0,0,0
-0.13,4.0,0.0,0.0,0.0,0.0,0.0,0,0,0
1.79,6.0,0.0,0.0,0.0,0.0,0.0,0,0,0
1.42,2.0,0.0,0.0,0.0,0.0,0.0,0,0,0
20.68,5.0,0.0,0.0,0.0,0.0,0.0,0,0,0
0.61,5.0,0.0,0.0,0.0,0.0,4.0,1,1,1
7.96,8.0,0.0,0.0,0.0,0.0,0.0,1,1,0
1.29,7.0,0.0,0.0,0.0,0.0,3.0,1,1,0
3.65,5.0,0.0,0.0,0.0,0.0,0.0,0,0,0
4.36,8.0,0.0,0.0,0.0,0.0,0.0,0,0,0
2.07,5.0,0.0,0.0,0.0,0.0,0.0,0,0,0
-9.66,3.0,0.0,0.0,0.0,0.0,0.0,0,0,0
-1.7,4.0,0.0,0.0,0.0,0.0,0.0,0,0,0
1.85,6.0,0.0,0.0,0.0,0.0,2.0,1,1,0
9.12,7.0,0.0,0.0,1.0,1.0,0.0,0,0,0
0.04,6.0,0.0,0.0,0.0,0.0,0.0,0,0,0
0.86,6.0,0.0,0.0,0.0,0.0,4.0,1,1,0
4.57,8.0,0.0,0.0,0.0,0.0,0.0,0,0,0
1.61,7.0,0.0,0.0,0.0,0.0,0.0,0,0,0
-1.73,2.0,0.0,0.0,0.0,0.0,0.0,0,0,0
2.01,2.0,0.0,0.0,0.0,0.0,0.0,0,0,0
3.98,7.0,0.0,0.0,0.0,0.0,0.0,0,0,0
0.56,5.0,0.0,0.0,0.0,0.0,0.0,0,0,0
17.74,6.0,0.0,0.0,0.0,0.0,0.0,0,0,0
-3.02,4.0,0.0,0.0,0.0,0.0,0.0,1,1,0
5.72,5.0,0.0,0.0,0.0,0.0,0.0,1,0,0
1.51,2.0,0.0,0.0,0.0,1.0,2.0,1,1,0
15.06,6.0,0.0,0.0,0.0,0.0,0.0,1,1,0
0.56,4.0,0.0,0.0,0.0,0.0,0.0,0,0,0
2.25,6.0,0.0,0.0,0.0,0.0,0.0,0,0,0
-2.69,4.0,0.0,0.0,0.0,0.0,0.0,0,0,0
2.07,5.0,0.0,0.0,0.0,0.0,0.0,0,0,0
2.54,5.0,0.0,0.0,0.0,0.0,1.0,1,1,0
4.64,2.0,0.0,0.0,0.0,0.0,0.0,0,0,0
3.1,7.0,0.0,0.0,0.0,0.0,0.0,0,0,0
3.48,5.0,0.0,0.0,0.0,0.0,0.0,0,0,0
6.48,4.0,0.0,0.0,0.0,0.0,0.0,0,0,0
-2.53,3.0,0.0,0.0,0.0,0.0,0.0,0,0,0
1.88,3.0,0.0,0.0,0.0,0.0,0.0,0,0,0
-43.79,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0
0.84,3.0,0.0,0.0,0.0,0.0,0.0,0,0,0
6.18,4.0,0.0,0.0,0.0,0.0,0.0,0,0,0
1.0,4.0,0.0,0.0,0.0,0.0,0.0,0,0,0
1.85,6.0,0.0,0.0,0.0,0.0,0.0,0,0,0
8.14,6.0,0.0,0.0,0.0,0.0,2.0,1,1,0
0.38,5.0,0.0,0.0,0.0,0.0,0.0,0,0,0
3.42,7.0,0.0,0.0,0.0,0.0,0.0,0,0,0
1.44,4.0,0.0,0.0,0.0,0.0,2.0,1,0,0
3.21,5.0,0.0,0.0,0.0,0.0,0.0,0,0,0
-4.19,4.0,0.0,0.0,0.0,0.0,0.0,0,0,0
2.42,8.0,0.0,0.0,1.0,1.0,9.0,1,0,0
14.21,9.0,0.0,0.0,0.0,0.0,0.0,0,0,0
1.99,3.0,0.0,0.0,0.0,0.0,0.0,0,0,0
-29.46,2.0,0.0,0.0,0.0,0.0,0.0,0,0,0
0.68,6.0,0.0,0.0,0.0,0.0,6.0,1,0,1
6.86,6.0,0.0,0.0,0.0,0.0,0.0,0,0,0
2.16,5.0,0.0,0.0,0.0,0.0,0.0,0,0,0
-7.81,3.0,0.0,0.0,0.0,0.0,0.0,0,0,0
2.91,7.0,0.0,0.0,0.0,0.0,0.0,0,0,0
1.65,4.0,0.0,0.0,0.0,0.0,0.0,0,0,0
9.32,3.0,0.0,0.0,0.0,0.0,2.0,1,1,0
-0.15,2.0,0.0,0.0,0.0,0.0,2.0,1,0,0
1.37,4.0,0.0,0.0,0.0,0.0,0.0,0,0,0
2.97,6.0,0.0,0.0,0.0,0.0,0.0,0,0,0
12.89,4.0,0.0,0.0,0.0,0.0,0.0,0,0,0
0.0,5.0,0.0,0.0,0.0,0.0,0.0,0,0,0
5.7,7.0,0.0,0.0,0.0,0.0,0.0,1,1,0
0.82,6.0,0.0,0.0,0.0,0.0,4.0,1,1,0
-76.58,6.0,0.0,0.0,0.0,0.0,0.0,0,0,0
-0.6,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0
-3.84,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0
0.95,5.0,0.0,0.0,0.0,0.0,2.0,1,1,0
7.36,7.0,0.0,0.0,0.0,0.0,0.0,0,0,0
4.09,5.0,0.0,0.0,0.0,0.0,2.0,1,0,0
4.83,2.0,0.0,0.0,0.0,0.0,0.0,0,0,0
2.66,7.0,0.0,0.0,0.0,0.0,0.0,1,0,0
-37.05,4.0,0.0,0.0,0.0,0.0,6.0,0,0,0
1.74,6.0,0.0,0.0,0.0,0.0,0.0,1,0,1
8.96,5.0,0.0,0.0,0.0,0.0,0.0,0,0,0
3.52,5.0,0.0,0.0,0.0,0.0,0.0,0,0,0
-15.86,5.0,0.0,0.0,0.0,0.0,0.0,0,0,0
4.03,2.0,0.0,0.0,0.0,0.0,0.0,0,0,0
1.52,8.0,0.0,0.0,0.0,0.0,0.0,0,0,0
4.58,6.0,0.0,0.0,0.0,0.0,0.0,0,0,0
2.81,8.0,0.0,0.0,0.0,1.0,5.0,1,0,0
2.39,7.0,0.0,0.0,0.0,0.0,0.0,0,0,0
2.44,5.0,0.0,0.0,0.0,0.0,3.0,1,1,0
1.73,5.0,0.0,0.0,0.0,0.0,0.0,0,0,0
4.86,6.0,0.0,0.0,0.0,0.0,0.0,0,0,0
2.37,2.0,0.0,0.0,0.0,0.0,0.0,0,0,0
1.86,6.0,0.0,0.0,0.0,0.0,5.0,1,1,0
533.42,5.0,0.0,0.0,0.0,0.0,0.0,0,0,0
1.44,7.0,0.0,0.0,0.0,0.0,0.0,0,0,0
1.07,6.0,0.0,0.0,0.0,0.0,5.0,1,0,1
0.29,6.0,0.0,0.0,0.0,0.0,6.0,1,0,1
6.99,6.0,0.0,0.0,0.0,0.0,0.0,0,0,0
4.17,7.0,0.0,0.0,0.0,0.0,0.0,1,0,0
1.43,8.0,0.0,0.0,0.0,0.0,0.0,0,0,0
18.64,5.0,0.0,0.0,0.0,0.0,0.0,0,0,0
-0.48,4.0,0.0,0.0,0.0,0.0,0.0,0,0,0
5.66,9.0,0.0,0.0,0.0,0.0,0.0,1,0,0
-0.47,3.0,0.0,0.0,0.0,0.0,0.0,0,0,0
2.14,9.0,0.0,0.0,0.0,0.0,0.0,0,0,0
-23.99,4.0,0.0,0.0,0.0,0.0,0.0,0,0,0
1.98,4.0,0.0,0.0,1.0,1.0,0.0,1,1,0
12.81,4.0,0.0,0.0,0.0,0.0,0.0,1,0,0
4.8,8.0,0.0,0.0,0.0,0.0,0.0,0,0,0
3.28,6.0,0.0,0.0,0.0,0.0,0.0,0,0,0
3.75,7.0,0.0,0.0,0.0,0.0,0.0,0,0,0
2.47,5.0,0.0,0.0,0.0,0.0,0.0,0,0,0
2.41,9.0,0.0,0.0,0.0,0.0,4.0,1,1,0
7.28,5.0,0.0,0.0,0.0,0.0,3.0,1,1,0
1.53,6.0,0.0,0.0,0.0,0.0,0.0,0,0,0
1.43,7.0,0.0,0.0,0.0,0.0,0.0,0,0,0
3.3,6.0,0.0,0.0,1.0,1.0,2.0,1,0,0
2.95,4.0,0.0,0.0,0.0,0.0,0.0,0,0,0
5.43,6.0,0.0,0.0,0.0,0.0,0.0,1,1,0
0.63,4.0,0.0,0.0,0.0,0.0,0.0,0,0,0
0.22,2.0,0.0,0.0,0.0,0.0,0.0,0,0,0
1.52,4.0,0.0,1.0,0.0,0.0,0.0,1,0,1
10.88,4.0,0.0,0.0,0.0,0.0,1.0,1,1,1
2.0,3.0,0.0,0.0,0.0,0.0,0.0,0,0,0
20.51,6.0,0.0,0.0,0.0,0.0,0.0,1,1,0
3.9,7.0,0.0,0.0,0.0,0.0,0.0,1,1,0
3.85,6.0,0.0,0.0,0.0,0.0,0.0,0,0,0
1.25,7.0,0.0,0.0,0.0,0.0,0.0,1,1,0
1.4,6.0,0.0,0.0,0.0,0.0,0.0,0,0,0
0.71,6.0,0.0,0.0,0.0,0.0,5.0,0,0,0
3.45,7.0,0.0,0.0,0.0,0.0,2.0,1,1,0
7.08,9.0,0.0,0.0,0.0,0.0,0.0,0,0,0
3.07,5.0,0.0,0.0,0.0,0.0,0.0,1,1,0
2.14,5.0,0.0,0.0,0.0,0.0,4.0,1,0,0
23.61,4.0,0.0,0.0,0.0,0.0,0.0,0,0,0
2.49,3.0,0.0,0.0,0.0,0.0,0.0,0,0,0
4.74,9.0,0.0,0.0,0.0,0.0,1.0,0,0,1
26.41,8.0,0.0,0.0,0.0,1.0,0.0,0,0,0
2.6,7.0,0.0,0.0,0.0,0.0,0.0,1,1,0
-0.72,5.0,0.0,0.0,0.0,0.0,0.0,0,0,0
1.32,7.0,0.0,0.0,0.0,0.0,4.0,1,0,0
2.75,9.0,0.0,0.0,0.0,0.0,2.0,0,0,0
3.87,6.0,0.0,0.0,1.0,1.0,6.0,1,0,1
4.06,7.0,0.0,0.0,0.0,0.0,0.0,1,1,0
0.52,5.0,0.0,0.0,0.0,0.0,6.0,1,0,0
2.11,8.0,0.0,0.0,0.0,0.0,4.0,0,0,0
0.46,5.0,0.0,0.0,0.0,0.0,0.0,1,0,1
0.87,7.0,0.0,1.0,1.0,1.0,2.0,1,1,0
1.63,4.0,0.0,0.0,0.0,0.0,0.0,0,0,0
5.64,8.0,0.0,0.0,0.0,0.0,0.0,0,0,0
105.51,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0
3.47,7.0,0.0,0.0,0.0,0.0,7.0,1,0,0
8.83,7.0,0.0,0.0,1.0,1.0,3.0,0,0,0
3.88,8.0,0.0,0.0,1.0,0.0,4.0,1,0,0
3.27,8.0,0.0,0.0,0.0,0.0,7.0,1,0,0
1.76,5.0,0.0,0.0,0.0,0.0,5.0,1,1,1
3.63,7.0,0.0,0.0,0.0,0.0,0.0,0,0,0
1.76,7.0,0.0,0.0,0.0,0.0,0.0,0,0,0
3.76,7.0,0.0,0.0,0.0,0.0,0.0,0,0,0
-2.22,4.0,0.0,0.0,0.0,0.0,0.0,0,0,0
6.43,7.0,0.0,0.0,0.0,0.0,0.0,0,0,0
3.46,4.0,0.0,0.0,0.0,0.0,0.0,0,0,0
3.25,4.0,0.0,0.0,0.0,0.0,6.0,1,0,0
2.73,5.0,0.0,0.0,0.0,0.0,2.0,0,0,0
-3.14,4.0,0.0,0.0,0.0,0.0,0.0,0,0,0
1.08,2.0,0.0,0.0,0.0,0.0,0.0,0,0,0
3.97,7.0,0.0,0.0,0.0,0.0,0.0,1,0,1
-4.82,4.0,0.0,0.0,0.0,0.0,0.0,0,0,0
5.25,6.0,0.0,0.0,0.0,0.0,0.0,0,0,0
3.04,8.0,0.0,0.0,0.0,0.0,0.0,1,1,0
1.76,7.0,0.0,0.0,0.0,0.0,0.0,0,0,0
0.84,6.0,0.0,0.0,0.0,0.0,1.0,1,1,0
-4.85,2.0,0.0,0.0,0.0,0.0,0.0,0,0,0
2.66,5.0,0.0,0.0,0.0,0.0,0.0,1,1,0
0.18,3.0,0.0,0.0,0.0,0.0,0.0,0,0,0
2.97,7.0,0.0,0.0,0.0,0.0,0.0,0,0,0
3.11,4.0,0.0,0.0,0.0,0.0,0.0,0,0,0
1.07,5.0,0.0,0.0,0.0,0.0,0.0,0,0,0
4.77,7.0,0.0,0.0,0.0,0.0,0.0,0,0,0
1.27,2.0,0.0,0.0,0.0,0.0,0.0,0,0,0
7.61,7.0,0.0,0.0,0.0,0.0,0.0,0,0,0
0.68,6.0,0.0,0.0,0.0,0.0,0.0,1,1,0
0.45,4.0,0.0,0.0,0.0,0.0,0.0,0,0,0
4.69,5.0,0.0,0.0,0.0,0.0,2.0,1,0,0
7.87,5.0,0.0,0.0,0.0,0.0,0.0,0,0,0
2.9,3.0,0.0,0.0,0.0,0.0,0.0,0,0,0
3.54,7.0,0.0,0.0,0.0,0.0,0.0,0,0,0
0.95,6.0,0.0,0.0,0.0,0.0,0.0,1,0,0
3.46,7.0,0.0,0.0,0.0,0.0,0.0,0,0,0
3.88,8.0,0.0,0.0,0.0,0.0,0.0,0,0,0
1.56,5.0,0.0,0.0,0.0,0.0,0.0,0,0,0
4.97,7.0,0.0,0.0,0.0,0.0,0.0,1,1,0
1.91,5.0,0.0,0.0,0.0,0.0,0.0,0,0,0
2.8,6.0,0.0,0.0,0.0,0.0,0.0,1,0,0
